Name,Betreiber1,Betreiber2,n_Anlagen,KW,Type,Jahr,Lat,Long,url,Hersteller,Nabenhoehe,Rotordurchmesser,Name_Save,Park,id,quality
"Pottendorf_-Teil 1-, Anlage 5",-,---,12,3050,E101,2015,47.94092,16.37125,-,Enercon,NA,NA,"Pottendorf (Teil 1), Anlage 5",Pottendorf_-Teil 1-,816,95
"Pottendorf_-Teil 1-, Anlage 6",-,---,12,3050,E101,2015,47.9285,16.35525,-,Enercon,NA,NA,"Pottendorf (Teil 1), Anlage 6",Pottendorf_-Teil 1-,817,90
"Pottendorf_-Teil 1-, Anlage 7",-,---,12,3050,E101,2015,47.93528,16.35344,-,Enercon,NA,NA,"Pottendorf (Teil 1), Anlage 7",Pottendorf_-Teil 1-,818,95
"Pottendorf_-Teil 1-, Anlage 8",-,---,12,3050,E101,2015,47.93633,16.35803,-,Enercon,NA,NA,"Pottendorf (Teil 1), Anlage 8",Pottendorf_-Teil 1-,819,90
"Pottendorf_-Teil 1-, Anlage 9",-,---,12,3050,E101,2015,47.93308,16.3505,-,Enercon,NA,NA,"Pottendorf (Teil 1), Anlage 9",Pottendorf_-Teil 1-,820,95
"Pottendorf_-Teil 1-, Anlage 10",-,---,12,3050,E101,2015,47.93936,16.36733,-,Enercon,NA,NA,"Pottendorf (Teil 1), Anlage 10",Pottendorf_-Teil 1-,821,100
"Pottendorf_-Teil 1-, Anlage 11",-,---,12,3050,E101,2015,47.93081,16.35897,-,Enercon,NA,NA,"Pottendorf (Teil 1), Anlage 11",Pottendorf_-Teil 1-,822,90
"Pottendorf_-Teil 1-, Anlage 12",-,---,12,3050,E101,2015,47.93197,16.36494,-,Enercon,NA,NA,"Pottendorf (Teil 1), Anlage 12",Pottendorf_-Teil 1-,823,90
"Pottendorf_-Teil 2-, Anlage 1",-,---,3,2300,E82,2015,47.92883,16.36564,-,Enercon,NA,NA,"Pottendorf (Teil 2), Anlage 1",Pottendorf_-Teil 2-,824,95
"Pottendorf_-Teil 2-, Anlage 2",-,---,3,2300,E82,2015,47.93217,16.37028,-,Enercon,NA,NA,"Pottendorf (Teil 2), Anlage 2",Pottendorf_-Teil 2-,825,90
"Pottendorf_-Teil 2-, Anlage 3",-,---,3,2300,E82,2015,47.93431,16.37364,-,Enercon,NA,NA,"Pottendorf (Teil 2), Anlage 3",Pottendorf_-Teil 2-,826,95
"Pottenbrunn_IV-I, Anlage 1",-,---,3,3170,3.2M114,2015,48.2636111,15.7306333,-,Senvion,143,114,"Pottenbrunn IV-I, Anlage 1",Pottenbrunn_IV-I,827,90
"Pottenbrunn_IV-I, Anlage 2",-,---,3,3170,3.2M114,2015,48.2597167,15.7220194,-,Senvion,143,114,"Pottenbrunn IV-I, Anlage 2",Pottenbrunn_IV-I,828,90
"Pottenbrunn_IV-I, Anlage 3",-,---,3,3170,3.2M114,2015,48.2581139,15.7294528,-,Senvion,143,114,"Pottenbrunn IV-I, Anlage 3",Pottenbrunn_IV-I,829,95
"Großkrut-Hauskirchen-Wilfersdorf_II, Anlage 1",-,---,6,3170,M114,2016,48.63181,16.68785,-,Senvion,143,114,"Großkrut-Hauskirchen-Wilfersdorf II, Anlage 1",Großkrut-Hauskirchen-Wilfersdorf_II,830,90
"Großkrut-Hauskirchen-Wilfersdorf_II, Anlage 2",-,---,6,3170,M114,2016,48.61431,16.66796,-,Senvion,143,114,"Großkrut-Hauskirchen-Wilfersdorf II, Anlage 2",Großkrut-Hauskirchen-Wilfersdorf_II,831,100
"Großkrut-Hauskirchen-Wilfersdorf_II, Anlage 3",-,---,6,3170,M114,2016,48.61606,16.67238,-,Senvion,143,114,"Großkrut-Hauskirchen-Wilfersdorf II, Anlage 3",Großkrut-Hauskirchen-Wilfersdorf_II,832,90
"Großkrut-Hauskirchen-Wilfersdorf_II, Anlage 4",-,---,6,3170,M114,2016,48.61925,16.67293,-,Senvion,143,114,"Großkrut-Hauskirchen-Wilfersdorf II, Anlage 4",Großkrut-Hauskirchen-Wilfersdorf_II,833,90
"Großkrut-Hauskirchen-Wilfersdorf_II, Anlage 5",-,---,6,3170,M114,2016,48.62999,16.69523,-,Senvion,143,114,"Großkrut-Hauskirchen-Wilfersdorf II, Anlage 5",Großkrut-Hauskirchen-Wilfersdorf_II,834,80
"Großkrut-Hauskirchen-Wilfersdorf_II, Anlage 6",-,---,6,3170,M114,2016,48.62744,16.68651,-,Senvion,143,114,"Großkrut-Hauskirchen-Wilfersdorf II, Anlage 6",Großkrut-Hauskirchen-Wilfersdorf_II,835,80
"Andlersdorf,_Anlage 1",-,---,3,3e3,E101,2017,48.18947,16.67884,-,Enercon,99,101,"Andlersdorf, Anlage 1",Andlersdorf,836,95
"Andlersdorf,_Anlage 2",-,---,3,3e3,E101,2017,48.19845,16.68397,-,Enercon,99,101,"Andlersdorf, Anlage 2",Andlersdorf,837,85
"Andlersdorf,_Anlage 3",-,---,3,3e3,E101,2017,48.19671,16.67931,-,Enercon,99,101,"Andlersdorf, Anlage 3",Andlersdorf,838,90
"Höflein_Ost -Teil 2-, Anlage 1",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.07794,16.81075,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 1",Höflein_Ost -Teil 2-,839,90
"Höflein_Ost -Teil 2-, Anlage 2",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.07961,16.814,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 2",Höflein_Ost -Teil 2-,840,95
"Höflein_Ost -Teil 2-, Anlage 3",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.08039,16.82114,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 3",Höflein_Ost -Teil 2-,841,90
"Höflein_Ost -Teil 2-, Anlage 4",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.07603,16.82489,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 4",Höflein_Ost -Teil 2-,842,95
"Höflein_Ost -Teil 2-, Anlage 5",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.06886,16.81614,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 5",Höflein_Ost -Teil 2-,843,90
"Höflein_Ost -Teil 2-, Anlage 6",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.07253,16.81478,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 6",Höflein_Ost -Teil 2-,844,90
"Höflein_Ost -Teil 2-, Anlage 7",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.06525,16.82114,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 7",Höflein_Ost -Teil 2-,845,85
"Höflein_Ost -Teil 2-, Anlage 8",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.06775,16.82314,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 8",Höflein_Ost -Teil 2-,846,80
"Höflein_Ost -Teil 2-, Anlage 9",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.07197,16.82906,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 9",Höflein_Ost -Teil 2-,847,90
"Höflein_Ost -Teil 2-, Anlage 10",Windpark Höflein Ost GmbH & Co KG,---,10,3e3,E101,2015,48.07181,16.82097,NA,Enercon,NA,NA,"Höflein Ost (Teil 2), Anlage 10",Höflein_Ost -Teil 2-,848,95
"Höflein_Ost -Teil 1-, Anlage 1",-,---,2,3e3,E-101,2015,48.07535,16.816119,-,Enercon,NA,NA,"Höflein Ost (Teil 1), Anlage 1",Höflein_Ost -Teil 1-,849,95
"Höflein_Ost -Teil 1-, Anlage 2",-,---,2,3e3,E-101,2015,48.076978,16.81945,-,Enercon,NA,NA,"Höflein Ost (Teil 1), Anlage 2",Höflein_Ost -Teil 1-,850,90
"Haadfeld,_Anlage 1",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.04761,16.80261,NA,Enercon,NA,NA,"Haadfeld, Anlage 1",Haadfeld,851,90
"Haadfeld,_Anlage 2",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.05514,16.80433,NA,Enercon,NA,NA,"Haadfeld, Anlage 2",Haadfeld,852,95
"Haadfeld,_Anlage 3",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.05344,16.80108,NA,Enercon,NA,NA,"Haadfeld, Anlage 3",Haadfeld,853,95
"Haadfeld,_Anlage 4",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.04983,16.80511,NA,Enercon,NA,NA,"Haadfeld, Anlage 4",Haadfeld,854,95
"Haadfeld,_Anlage 5",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.05447,16.80983,NA,Enercon,NA,NA,"Haadfeld, Anlage 5",Haadfeld,855,90
"Haadfeld,_Anlage 6",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.05094,16.80906,NA,Enercon,NA,NA,"Haadfeld, Anlage 6",Haadfeld,856,90
"Haadfeld,_Anlage 7",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.04908,16.79289,NA,Enercon,NA,NA,"Haadfeld, Anlage 7",Haadfeld,857,90
"Haadfeld,_Anlage 8",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.04603,16.81006,NA,Enercon,NA,NA,"Haadfeld, Anlage 8",Haadfeld,858,95
"Haadfeld,_Anlage 9",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.04536,16.80008,NA,Enercon,NA,NA,"Haadfeld, Anlage 9",Haadfeld,859,90
"Haadfeld,_Anlage 10",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.04386,16.80567,NA,Enercon,NA,NA,"Haadfeld, Anlage 10",Haadfeld,860,95
"Haadfeld,_Anlage 11",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.05117,16.79567,NA,Enercon,NA,NA,"Haadfeld, Anlage 11",Haadfeld,861,90
"Haadfeld,_Anlage 12",Windpark Haadfeld GmbH & Co KG,---,12,3e3,E101,2015,48.04061,16.81325,NA,Enercon,NA,NA,"Haadfeld, Anlage 12",Haadfeld,862,95
"Bruck-Göttlesbrunn,_Anlage 1",-,---,7,3050,E101,2015,48.02964,16.73256,-,Enercon,NA,NA,"Bruck-Göttlesbrunn, Anlage 1",Bruck-Göttlesbrunn,863,95
"Bruck-Göttlesbrunn,_Anlage 2",-,---,7,3050,E101,2015,48.0405,16.71583,-,Enercon,NA,NA,"Bruck-Göttlesbrunn, Anlage 2",Bruck-Göttlesbrunn,864,95
"Bruck-Göttlesbrunn,_Anlage 3",-,---,7,3050,E101,2015,48.03819,16.71342,-,Enercon,NA,NA,"Bruck-Göttlesbrunn, Anlage 3",Bruck-Göttlesbrunn,865,90
"Bruck-Göttlesbrunn,_Anlage 4",-,---,7,3050,E101,2015,48.03397,16.71856,-,Enercon,NA,NA,"Bruck-Göttlesbrunn, Anlage 4",Bruck-Göttlesbrunn,866,90
"Bruck-Göttlesbrunn,_Anlage 5",-,---,7,3050,E101,2015,48.04908,16.76561,-,Enercon,NA,NA,"Bruck-Göttlesbrunn, Anlage 5",Bruck-Göttlesbrunn,867,90
"Bruck-Göttlesbrunn,_Anlage 6",-,---,7,3050,E101,2015,48.02686,16.70147,-,Enercon,NA,NA,"Bruck-Göttlesbrunn, Anlage 6",Bruck-Göttlesbrunn,868,85
"Bruck-Göttlesbrunn,_Anlage 7",-,---,7,3050,E101,2015,48.03019,16.73744,-,Enercon,NA,NA,"Bruck-Göttlesbrunn, Anlage 7",Bruck-Göttlesbrunn,869,90
"Neuhof_III -Teil 2-, Anlage 1",Ökowind Neuhof GmbH,---,5,3050,E101,2014,48.06439,16.89503,www.oekowind.eu,Enercon,135,101,"Neuhof III (Teil 2), Anlage 1",Neuhof_III -Teil 2-,870,90
"Neuhof_III -Teil 2-, Anlage 2",Ökowind Neuhof GmbH,---,5,3050,E101,2014,48.06553,16.88733,www.oekowind.eu,Enercon,135,101,"Neuhof III (Teil 2), Anlage 2",Neuhof_III -Teil 2-,871,80
"Neuhof_III -Teil 2-, Anlage 3",Ökowind Neuhof GmbH,---,5,3050,E101,2014,48.061,16.88439,www.oekowind.eu,Enercon,135,101,"Neuhof III (Teil 2), Anlage 3",Neuhof_III -Teil 2-,872,80
"Neuhof_III -Teil 2-, Anlage 4",Ökowind Neuhof GmbH,---,5,3050,E101,2014,48.06086,16.89406,www.oekowind.eu,Enercon,135,101,"Neuhof III (Teil 2), Anlage 4",Neuhof_III -Teil 2-,873,75
"Neuhof_III -Teil 2-, Anlage 5",Ökowind Neuhof GmbH,---,5,3050,E101,2014,48.06042,16.87303,www.oekowind.eu,Enercon,135,101,"Neuhof III (Teil 2), Anlage 5",Neuhof_III -Teil 2-,874,90
"Halbturn_Puszta, Anlage 1",-,---,1,3e3,E101,2014,47.85696044,17.00396061,-,Enercon,NA,NA,"Halbturn Puszta, Anlage 1",Halbturn_Puszta,875,90
"Steinriegel,_Anlage 1",-,---,10,1300,Bonus,2005,47.529833000000004,15.714817,-,Siemens,60,62,"Steinriegel, Anlage 1",Steinriegel,876,0
"Steinriegel,_Anlage 2",-,---,10,1300,Bonus,2005,47.539609,15.728024,-,Siemens,60,62,"Steinriegel, Anlage 2",Steinriegel,877,0
"Steinriegel,_Anlage 3",-,---,10,1300,Bonus,2005,47.538877,15.725775,-,Siemens,60,62,"Steinriegel, Anlage 3",Steinriegel,878,0
"Steinriegel,_Anlage 4",-,---,10,1300,Bonus,2005,47.537832,15.723648,-,Siemens,60,62,"Steinriegel, Anlage 4",Steinriegel,879,0
"Steinriegel,_Anlage 5",-,---,10,1300,Bonus,2005,47.536786,15.721602,-,Siemens,60,62,"Steinriegel, Anlage 5",Steinriegel,880,0
"Steinriegel,_Anlage 6",-,---,10,1300,Bonus,2005,47.53576,15.719648,-,Siemens,60,62,"Steinriegel, Anlage 6",Steinriegel,881,0
"Steinriegel,_Anlage 7",-,---,10,1300,Bonus,2005,47.53459,15.717856,-,Siemens,60,62,"Steinriegel, Anlage 7",Steinriegel,882,0
"Steinriegel,_Anlage 8",-,---,10,1300,Bonus,2005,47.531128,15.716382,-,Siemens,60,62,"Steinriegel, Anlage 8",Steinriegel,883,0
"Steinriegel,_Anlage 9",-,---,10,1300,Bonus,2005,47.528601,15.713145,-,Siemens,60,62,"Steinriegel, Anlage 9",Steinriegel,884,0
"Steinriegel,_Anlage 10",-,---,10,1300,Bonus,2005,47.532958,15.717131,-,Siemens,60,62,"Steinriegel, Anlage 10",Steinriegel,885,0
"Scharndorf_III -Teil 2-, Anlage 1",Windpower EP GesmbH,---,3,3e3,E101,2014,48.094555,16.761315,NA,Enercon,NA,NA,"Scharndorf III (Teil 2), Anlage 1",Scharndorf_III -Teil 2-,886,0
"Scharndorf_III -Teil 2-, Anlage 2",Windpower EP GesmbH,---,3,3e3,E101,2014,48.090326,16.754737,NA,Enercon,NA,NA,"Scharndorf III (Teil 2), Anlage 2",Scharndorf_III -Teil 2-,887,85
"Scharndorf_III -Teil 2-, Anlage 3",Windpower EP GesmbH,---,3,3e3,E101,2014,48.086906,16.768543,NA,Enercon,NA,NA,"Scharndorf III (Teil 2), Anlage 3",Scharndorf_III -Teil 2-,888,95
"Potzneusiedl_V, Anlage 1",Energie Burgenland Windkraft GmbH,---,1,7500,E126,2012,48.047202,16.907078,www.energieburgenland.at,Enercon,135,126,"Potzneusiedl V, Anlage 1",Potzneusiedl_V,889,80
"Rohrau,_Anlage 1",-,---,8,3e3,E101,2014,48.08494,16.85147,-,Enercon,NA,NA,"Rohrau, Anlage 1",Rohrau,890,90
"Rohrau,_Anlage 2",-,---,8,3e3,E101,2014,48.07517,16.83569,-,Enercon,NA,NA,"Rohrau, Anlage 2",Rohrau,891,90
"Rohrau,_Anlage 3",-,---,8,3e3,E101,2014,48.073,16.83308,-,Enercon,NA,NA,"Rohrau, Anlage 3",Rohrau,892,80
"Rohrau,_Anlage 4",-,---,8,3e3,E101,2014,48.08286,16.84881,-,Enercon,NA,NA,"Rohrau, Anlage 4",Rohrau,893,90
"Rohrau,_Anlage 5",-,---,8,3e3,E101,2014,48.08081,16.84306,-,Enercon,NA,NA,"Rohrau, Anlage 5",Rohrau,894,90
"Rohrau,_Anlage 6",-,---,8,3e3,E101,2014,48.07744,16.83858,-,Enercon,NA,NA,"Rohrau, Anlage 6",Rohrau,895,90
"Rohrau,_Anlage 7",-,---,8,3e3,E101,2014,48.08231,16.85681,-,Enercon,NA,NA,"Rohrau, Anlage 7",Rohrau,896,95
"Rohrau,_Anlage 8",-,---,8,3e3,E101,2014,48.08664,16.85497,-,Enercon,NA,NA,"Rohrau, Anlage 8",Rohrau,897,90
"Bad_Deutsch-Altenburg Carnuntum, Anlage 1",-,---,7,3e3,E101,2014,48.09844,16.88967,-,Enercon,135,101,"Bad Deutsch-Altenburg Carnuntum, Anlage 1",Bad_Deutsch-Altenburg Carnuntum,898,85
"Bad_Deutsch-Altenburg Carnuntum, Anlage 2",-,---,7,3e3,E101,2014,48.09706,16.896,-,Enercon,135,101,"Bad Deutsch-Altenburg Carnuntum, Anlage 2",Bad_Deutsch-Altenburg Carnuntum,899,0
"Bad_Deutsch-Altenburg Carnuntum, Anlage 3",-,---,7,3e3,E101,2014,48.09806,16.88083,-,Enercon,135,101,"Bad Deutsch-Altenburg Carnuntum, Anlage 3",Bad_Deutsch-Altenburg Carnuntum,900,95
"Bad_Deutsch-Altenburg Carnuntum, Anlage 4",-,---,7,3e3,E101,2014,48.10092,16.89369,-,Enercon,135,101,"Bad Deutsch-Altenburg Carnuntum, Anlage 4",Bad_Deutsch-Altenburg Carnuntum,901,90
"Bad_Deutsch-Altenburg Carnuntum, Anlage 5",-,---,7,3e3,E101,2014,48.10275,16.88736,-,Enercon,135,101,"Bad Deutsch-Altenburg Carnuntum, Anlage 5",Bad_Deutsch-Altenburg Carnuntum,902,90
"Bad_Deutsch-Altenburg Carnuntum, Anlage 6",-,---,7,3e3,E101,2014,48.10497,16.89033,-,Enercon,135,101,"Bad Deutsch-Altenburg Carnuntum, Anlage 6",Bad_Deutsch-Altenburg Carnuntum,903,85
"Bad_Deutsch-Altenburg Carnuntum, Anlage 7",-,---,7,3e3,E101,2014,48.10081,16.88358,-,Enercon,135,101,"Bad Deutsch-Altenburg Carnuntum, Anlage 7",Bad_Deutsch-Altenburg Carnuntum,904,90
"Pongratzer_Kogel, Anlage 1",-,---,4,2300,E70 E4,2013,47.349842,15.886722,-,Enercon,85,71,"Pongratzer Kogel, Anlage 1",Pongratzer_Kogel,905,100
"Pongratzer_Kogel, Anlage 2",-,---,4,2300,E70 E4,2013,47.350123,15.889539,-,Enercon,85,71,"Pongratzer Kogel, Anlage 2",Pongratzer_Kogel,906,100
"Pongratzer_Kogel, Anlage 3",-,---,4,2300,E70 E4,2013,47.351259,15.892421,-,Enercon,85,71,"Pongratzer Kogel, Anlage 3",Pongratzer_Kogel,907,100
"Pongratzer_Kogel, Anlage 4",-,---,4,2300,E70 E4,2013,47.351433,15.89555,-,Enercon,85,71,"Pongratzer Kogel, Anlage 4",Pongratzer_Kogel,908,100
"Parndorf_II, Anlage 1",-,---,8,1500,1.5sl,2004,47.98394,16.88681,-,GE,85,77,"Parndorf II, Anlage 1",Parndorf_II,909,95
"Parndorf_II, Anlage 2",-,---,8,1500,1.5sl,2004,47.97528,16.87297,-,GE,85,77,"Parndorf II, Anlage 2",Parndorf_II,910,95
"Parndorf_II, Anlage 3",-,---,8,1500,1.5sl,2004,47.97744,16.87417,-,GE,85,77,"Parndorf II, Anlage 3",Parndorf_II,911,95
"Parndorf_II, Anlage 4",-,---,8,1500,1.5sl,2004,47.97444,16.87806,-,GE,85,77,"Parndorf II, Anlage 4",Parndorf_II,912,100
"Parndorf_II, Anlage 5",-,---,8,1500,1.5sl,2004,47.97217,16.89097,-,GE,85,77,"Parndorf II, Anlage 5",Parndorf_II,913,100
"Parndorf_II, Anlage 6",-,---,8,1500,1.5sl,2004,47.97092,16.89506,-,GE,85,77,"Parndorf II, Anlage 6",Parndorf_II,914,95
"Parndorf_II, Anlage 7",-,---,8,1500,1.5sl,2004,47.97281,16.89628,-,GE,85,77,"Parndorf II, Anlage 7",Parndorf_II,915,0
"Parndorf_II, Anlage 8",-,---,8,1500,1.5sl,2004,47.97503,16.89281,-,GE,85,77,"Parndorf II, Anlage 8",Parndorf_II,916,95
"Pottenbrunn_IV-II, Anlage 1",-,---,1,3170,3.2M114,2015,48.2524917,15.724425,-,Senvion,NA,NA,"Pottenbrunn IV-II, Anlage 1",Pottenbrunn_IV-II,917,85
"Zistersdorf_Ost I, Anlage 1",-,---,3,3e3,E101,2014,48.505417,16.77025,-,Enercon,135,101,"Zistersdorf Ost I, Anlage 1",Zistersdorf_Ost I,918,85
"Zistersdorf_Ost I, Anlage 2",-,---,3,3e3,E101,2014,48.505694,16.777639,-,Enercon,135,101,"Zistersdorf Ost I, Anlage 2",Zistersdorf_Ost I,919,90
"Zistersdorf_Ost I, Anlage 3",-,---,3,3e3,E101,2014,48.500667,16.775472,-,Enercon,135,101,"Zistersdorf Ost I, Anlage 3",Zistersdorf_Ost I,920,80
"Trautmannsdorf_Nord III, Anlage 1",Windpower EP GesmbH,---,4,3e3,E101,2015,48.034283,16.656917,NA,Enercon,NA,NA,"Trautmannsdorf Nord III, Anlage 1",Trautmannsdorf_Nord III,921,90
"Trautmannsdorf_Nord III, Anlage 2",Windpower EP GesmbH,---,4,3e3,E101,2015,48.035803,16.651039,NA,Enercon,NA,NA,"Trautmannsdorf Nord III, Anlage 2",Trautmannsdorf_Nord III,922,90
"Trautmannsdorf_Nord III, Anlage 3",Windpower EP GesmbH,---,4,3e3,E101,2015,48.037953,16.636678,NA,Enercon,NA,NA,"Trautmannsdorf Nord III, Anlage 3",Trautmannsdorf_Nord III,923,90
"Trautmannsdorf_Nord III, Anlage 4",Windpower EP GesmbH,---,4,3e3,E101,2015,48.041261,16.636892,NA,Enercon,NA,NA,"Trautmannsdorf Nord III, Anlage 4",Trautmannsdorf_Nord III,924,85
"Trautmannsdorf_Nord I, Anlage 1",-,---,3,3e3,E101,2015,48.02853056,16.69487778,-,Enercon,NA,NA,"Trautmannsdorf Nord I, Anlage 1",Trautmannsdorf_Nord I,925,80
"Trautmannsdorf_Nord I, Anlage 2",-,---,3,3e3,E101,2015,48.02471667,16.69940833,-,Enercon,NA,NA,"Trautmannsdorf Nord I, Anlage 2",Trautmannsdorf_Nord I,926,75
"Trautmannsdorf_Nord I, Anlage 3",-,---,3,3e3,E101,2015,48.04554167,16.70308611,-,Enercon,NA,NA,"Trautmannsdorf Nord I, Anlage 3",Trautmannsdorf_Nord I,927,100
"Ladendorf,_Anlage 1",-,---,6,3e3,E 101,2016,48.51647,16.48361,-,Enercon,NA,NA,"Ladendorf, Anlage 1",Ladendorf,928,85
"Ladendorf,_Anlage 2",-,---,6,3e3,E 101,2016,48.51314,16.50264,-,Enercon,NA,NA,"Ladendorf, Anlage 2",Ladendorf,929,90
"Ladendorf,_Anlage 3",-,---,6,3e3,E 101,2016,48.51169,16.483,-,Enercon,NA,NA,"Ladendorf, Anlage 3",Ladendorf,930,95
"Ladendorf,_Anlage 4",-,---,6,3e3,E 101,2016,48.51056,16.47586,-,Enercon,NA,NA,"Ladendorf, Anlage 4",Ladendorf,931,90
"Ladendorf,_Anlage 5",-,---,6,3e3,E 101,2016,48.51633,16.49983,-,Enercon,NA,NA,"Ladendorf, Anlage 5",Ladendorf,932,95
"Ladendorf,_Anlage 6",-,---,6,3e3,E 101,2016,48.51578,16.47147,-,Enercon,NA,NA,"Ladendorf, Anlage 6",Ladendorf,933,95
"Sigleß_Si6, Anlage 1",-,---,1,2300,E82,2015,47.77158,16.41749,-,Enercon,NA,NA,"Sigleß Si6, Anlage 1",Sigleß_Si6,934,90
"Sigleß_Si5, Anlage 1",-,---,1,2350,E92,2016,47.759066,16.407371,-,Enercon,104,92,"Sigleß Si5, Anlage 1",Sigleß_Si5,935,75
"Simonsfeld_II, Anlage 1",Windpark Simonsfeld II GmbH,---,3,3170,M114,2016,48.52067,16.32044,NA,Senvion,143,114,"Simonsfeld II, Anlage 1",Simonsfeld_II,936,90
"Simonsfeld_II, Anlage 2",Windpark Simonsfeld II GmbH,---,3,3170,M114,2016,48.5104,16.35209,NA,Senvion,143,114,"Simonsfeld II, Anlage 2",Simonsfeld_II,937,95
"Simonsfeld_II, Anlage 3",Windpark Simonsfeld II GmbH,---,3,3170,M114,2016,48.52428,16.32227,NA,Senvion,143,114,"Simonsfeld II, Anlage 3",Simonsfeld_II,938,90
"Hohenruppersdorf_II, Anlage 1",-,---,10,3300,V126/3450,2016,48.45883,16.68353,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 1",Hohenruppersdorf_II,939,95
"Hohenruppersdorf_II, Anlage 2",-,---,10,3300,V126/3450,2016,48.45517,16.69864,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 2",Hohenruppersdorf_II,940,85
"Hohenruppersdorf_II, Anlage 3",-,---,10,3300,V126/3450,2016,48.46314,16.68514,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 3",Hohenruppersdorf_II,941,95
"Hohenruppersdorf_II, Anlage 4",-,---,10,3300,V126/3450,2016,48.45633,16.69097,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 4",Hohenruppersdorf_II,942,80
"Hohenruppersdorf_II, Anlage 5",-,---,10,3300,V126/3450,2016,48.44433,16.68517,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 5",Hohenruppersdorf_II,943,85
"Hohenruppersdorf_II, Anlage 6",-,---,10,3300,V126/3450,2016,48.44581,16.68994,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 6",Hohenruppersdorf_II,944,85
"Hohenruppersdorf_II, Anlage 7",-,---,10,3300,V126/3450,2016,48.44219,16.69739,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 7",Hohenruppersdorf_II,945,20
"Hohenruppersdorf_II, Anlage 8",-,---,10,3300,V126/3450,2016,48.44908,16.69603,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 8",Hohenruppersdorf_II,946,80
"Hohenruppersdorf_II, Anlage 9",-,---,10,3300,V126/3450,2016,48.44069,16.69192,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 9",Hohenruppersdorf_II,947,85
"Hohenruppersdorf_II, Anlage 10",-,---,10,3300,V126/3450,2016,48.44814,16.67936,-,Vestas,137,126,"Hohenruppersdorf II, Anlage 10",Hohenruppersdorf_II,948,95
"Zagersdorf,_Anlage 1",-,---,3,2350,E92,2016,47.74864,16.52083,-,Enercon,104,92,"Zagersdorf, Anlage 1",Zagersdorf,949,0
"Zagersdorf,_Anlage 2",-,---,3,2350,E92,2016,47.74547,16.52136,-,Enercon,104,92,"Zagersdorf, Anlage 2",Zagersdorf,950,0
"Zagersdorf,_Anlage 3",-,---,3,2350,E92,2016,47.75144,16.52206,-,Enercon,104,92,"Zagersdorf, Anlage 3",Zagersdorf,951,0
"Sternwald_III, Anlage 1",-,---,2,2975,V112,2016,48.583871,14.2146,-,Vestas,140,112,"Sternwald III, Anlage 1",Sternwald_III,952,90
"Sternwald_III, Anlage 2",-,---,2,2975,V112,2016,48.58518,14.225724,-,Vestas,140,112,"Sternwald III, Anlage 2",Sternwald_III,953,90
"Hof,_Anlage 1",Windpark Hof-Seibersdorf GmbH & Co KG,---,5,3e3,E115/3.000,2016,47.96414,16.55922,NA,Enercon,135,115,"Hof, Anlage 1",Hof,954,90
